school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3,source_file
gp,m,17.0,u,LE3,T,1,1,health,other,course,mother,2,1.0,1.0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,0.0,9.0,10.0,10.0,student-por-dirty.csv
gabriel pereira,f,18.0,u,LE3,A,2,1,other,other,course,mother,1,2.0,0.0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,2.0,12.0,12.0,13.0,student-por-dirty.csv
gp,f,17.0,u,LE3,T,4,2,teacher,services,reputation,mother,1,4.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2.0,14.0,15.0,17.0,student-por-dirty.csv
nan,f,19.0,urban,GT3,T,2,2,services,services,home,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0.0,10.0,10.0,11.0,student-por-dirty.csv
gp,m,18.0,u,LE3,T,2,1,services,other,course,mother,3,2.0,1.0,no,no,no,yes,no,no,yes,no,4,4,5,4,4,5,4.0,11.0,10.0,11.0,student-por-dirty.csv
gp,f,17.0,r,GT3,T,4,2,other,other,course,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2.0,11.0,12.0,14.0,student-por-dirty.csv
gp,f,18.0,u,LE3,T,1,1,other,at_home,home,mother,1,3.0,0.0,no,yes,no,no,no,yes,no,no,4,4,3,2,3,3,4.0,11.0,12.0,14.0,student-por-dirty.csv
gp,f,18.0,r,GT3,T,2,2,other,other,home,mother,1,2.0,0.0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,5,4.0,11.0,11.0,13.0,student-por-dirty.csv
gp,m,19.0,u,LE3,A,4,3,services,at_home,reputation,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,4.0,11.0,13.0,14.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,2,1,other,other,home,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2.0,16.0,16.0,16.0,student-por-dirty.csv
gp,m,17.0,r,GT3,T,2,2,other,services,other,mother,2,1.0,0.0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0.0,9.0,10.0,10.0,student-por-dirty.csv
gp,f,17.0,u,LE3,T,2,2,services,services,course,father,1,4.0,0.0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2.0,10.0,11.0,12.0,student-por-dirty.csv
gp,f,20.0,r,GT3,T,2,1,other,other,course,other,2,2.0,0.0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8.0,10.0,12.0,12.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,4,3,services,other,home,father,1,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2,2.0,15.0,15.0,15.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,4,3,teacher,other,course,mother,1,2.0,0.0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,3,2.0,10.0,10.0,11.0,student-por-dirty.csv
gp,m,18.0,r,GT3,T,3,2,other,other,course,mother,1,3.0,0.0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2.0,10.0,11.0,12.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,3,3,other,other,home,mother,1,3.0,0.0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2.0,15.0,12.0,13.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,2,2,at_home,services,home,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0.0,11.0,12.0,13.0,student-por-dirty.csv
gp,m,17.0,urban,GT3,T,2,2,other,other,home,father,2,1.0,0.0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,4,8.0,8.0,8.0,9.0,student-por-dirty.csv
gp,m,18.0,r,LE3,A,3,4,other,other,course,mother,2,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6.0,15.0,16.0,16.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,3,1,services,other,other,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0.0,11.0,11.0,14.0,student-por-dirty.csv
gp,f,18.0,r,GT3,T,4,4,teacher,other,reputation,mother,2,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8.0,10.0,11.0,12.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,4,2,health,other,reputation,father,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,4.0,10.0,12.0,14.0,student-por-dirty.csv
gp,f,18.0,r,GT3,T,2,1,other,other,reputation,Mother,2,2.0,0.0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,12.0,8.0,9.0,10.0,student-por-dirty.csv
gp,f,19.0,u,GT3,T,3,3,other,services,course,other,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16.0,11.0,12.0,12.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,2,3,other,services,reputation,father,1,4.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,10.0,16.0,16.0,16.0,student-por-dirty.csv
gp,f,18.0,u,LE3,T,1,1,other,other,home,mother,2,2.0,0.0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2.0,13.0,13.0,13.0,student-por-dirty.csv
gp,m,17.0,r,GT3,T,1,2,at_home,at_home,home,mother,1,2.0,0.0,no,yes,no,yes,no,yes,n,yes,3,5,2,2,2,1,2.0,16.0,17.0,18.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,2,1,other,other,home,mother,1,2.0,0.0,no,yes,no,no,yes,nan,yes,yes,4,2,5,1,2,1,8.0,14.0,14.0,15.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,2,4,at_home,health,reputation,mother,2,2.0,0.0,no,yes,no,no,yes,nan,yes,yes,4,3,3,1,1,1,6.0,15.0,16.0,16.0,student-por-dirty.csv
gp,f,17.0,u,LE3,T,2,2,services,other,course,mother,2,2.0,0.0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,2,3,5,6.0,12.0,12.0,12.0,student-por-dirty.csv
gp,f,18.0,r,GT3,A,3,2,other,services,home,mother,2,2.0,0.0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15.0,12.0,9.0,10.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,4,4,teacher,services,home,mother,2,1.0,0.0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6.0,11.0,12.0,12.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,4,4,health,health,reputation,father,1,2.0,1.0,yes,yes,no,yes,yes,nan,yes,yes,2,4,4,1,1,4,2.0,14.0,12.0,13.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,2,2,other,services,reputation,father,3,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8.0,13.0,15.0,15.0,student-por-dirty.csv
gabriel pereira,f,19.0,r,GT3,T,3,2,services,services,course,father,1,2.0,1.0,yes,yes,no,no,yes,no,yes,no,3,3,3,4,3,3,0.0,9.0,8.0,10.0,student-por-dirty.csv
gp,m,18.0,u,LE3,T,4,3,teacher,other,course,mother,2,1.0,0.0,no,no,no,yes,yes,yes,nan,no,4,2,3,1,2,1,0.0,10.0,10.0,10.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,1,2,at_home,other,home,other,2,1.0,0.0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10.0,10.0,10.0,11.0,student-por-dirty.csv
gp,m,17.0,u,LE3,A,4,1,services,other,home,mother,2,1.0,0.0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,22.0,11.0,11.0,10.0,student-por-dirty.csv
nan,m,17.0,u,LE3,A,3,2,teacher,services,home,mother,1,1.0,0.0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18.0,13.0,13.0,13.0,student-por-dirty.csv
gp,f,18.0,r,LE3,T,1,1,at_home,other,reputation,mother,2,4.0,0.0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2.0,17.0,17.0,18.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,1,1,other,other,home,mother,2,2.0,0.0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0.0,12.0,13.0,13.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,2,2,other,other,course,mother,1,2.0,0.0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12.0,12.0,12.0,14.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,2,1,other,other,reputation,mother,2,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10.0,12.0,13.0,14.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,1,1,other,other,reputation,father,1,2.0,0.0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0.0,12.0,12.0,12.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,2,2,at_home,at_home,other,mother,1,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2,0.0,18.0,18.0,18.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,1,1,services,teacher,reputation,mother,1,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0.0,13.0,13.0,14.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,2,1,services,services,reputation,mother,1,3.0,0.0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0.0,14.0,15.0,15.0,student-por-dirty.csv
gp,m,18.0,u,LE3,A,4,4,teacher,teacher,course,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0.0,17.0,17.0,17.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,4,2,teacher,other,home,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2.0,15.0,16.0,16.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,4,3,health,services,reputation,Mother,1,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0.0,17.0,18.0,18.0,student-por-dirty.csv
nan,f,99.0,r,LE3,T,3,1,services,other,reputation,mother,2,4.0,0.0,no,yes,no,no,yes,yes,no,no,3,1,2,1,1,3,0.0,18.0,19.0,19.0,student-por-dirty.csv
gp,m,18.0,r,LE3,T,3,2,services,other,reputation,mother,2,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0.0,14.0,15.0,15.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,3,3,health,other,home,mother,1,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0.0,14.0,15.0,15.0,student-por-dirty.csv
gp,f,19.0,u,GT3,T,4,4,health,other,reputation,other,2,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2.0,14.0,13.0,13.0,student-por-dirty.csv
gp,f,18.0,u,LE3,T,4,3,other,other,home,other,2,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,2,2,0.0,13.0,14.0,14.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,4,3,other,other,reputation,father,1,4.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0.0,16.0,17.0,17.0,student-por-dirty.csv
gp,m,18.0,u,LE3,T,4,4,teacher,teacher,home,mother,1,1.0,0.0,no,yes,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0.0,18.0,18.0,17.0,student-por-dirty.csv
gp,f,18.0,u,LE3,A,4,4,health,other,home,Mother,1,2.0,0.0,no,yes,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0.0,14.0,15.0,15.0,student-por-dirty.csv
gp,m,17.0,u,LE3,T,4,4,other,teacher,home,father,2,1.0,0.0,no,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0.0,12.0,13.0,13.0,student-por-dirty.csv
gp,f,17.0,r,GT3,T,4,4,services,services,reputation,mother,2,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0.0,7.0,7.0,8.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,4,2,other,other,reputation,mother,2,3.0,0.0,no,yes,no,no,yes,nan,yes,no,4,3,3,1,1,3,0.0,16.0,16.0,16.0,student-por-dirty.csv
gp,f,17.0,urban,GT3,T,3,2,health,health,reputation,father,1,4.0,0.0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,2,5,0.0,18.0,18.0,18.0,student-por-dirty.csv
gp,m,19.0,r,LE3,T,2,1,at_home,services,course, mother ,2,3.0,1.0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,0.0,9.0,10.0,11.0,student-por-dirty.csv
gp,m,20.0,u,GT3,A,3,2,services,other,course,other,1,1.0,2.0,no,no,no,yes,yes,yes,nan,no,5,5,3,1,1,5,0.0,14.0,15.0,15.0,student-por-dirty.csv
gp,m,19.0,r,GT3,T,3,3,other,services,reputation,father,1,2.0,0.0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0.0,10.0,10.0,11.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,1,4,other,teacher,home,mother,1,2.0,0.0,yes,yes,no,no,no,yes,no,yes,3,4,4,1,2,5,2.0,10.0,10.0,11.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,2,1,services,other,course,mother,2,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2.0,12.0,12.0,15.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,2,3,other,other,course,father,2,2.0,0.0,no,no,no,yes,yes,nan,yes,yes,4,2,1,1,1,3,2.0,11.0,12.0,14.0,student-por-dirty.csv
gp,f,17.0,r,GT3,T,4,4,teacher,other,course,mother,1,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2.0,15.0,16.0,17.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,4,3,other,other,course,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2.0,14.0,15.0,17.0,student-por-dirty.csv
gp,f,18.0,urban,LE3,T,4,3,other,services,course,mother,2,1.0,0.0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,4,1,8.0,12.0,12.0,15.0,student-por-dirty.csv
gp,f,17.0,r,GT3,T,3,4,at_home,services,course,father,1,3.0,0.0,no,yes,no,yes,no,yes,yes,no,4,3,4,2,5,5,2.0,15.0,15.0,17.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,3,3,at_home,other,course,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,1,3,8.0,11.0,12.0,14.0,student-por-dirty.csv
gp,m,19.0,u,GT3,T,4,2,health,other,course,mother,2,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,9.0,11.0,10.0,10.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,4,4,teacher,other,course,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,0.0,12.0,11.0,13.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,3,4,other,other,course,mother,1,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4.0,11.0,12.0,14.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,4,4,health,health,course,mother,1,1.0,0.0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2.0,14.0,15.0,17.0,student-por-dirty.csv
gp,f,17.0,u,GT3,A,4,3,services,services,course,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14.0,15.0,14.0,17.0,student-por-dirty.csv
gp,f,17.0,u,LE3,A,3,3,services,other,home,mother,1,2.0,0.0,yes,yes,no,no,yes,yes,nan,no,5,3,3,1,1,5,0.0,12.0,12.0,13.0,student-por-dirty.csv
gp,f,17.0,u,LE3,T,2,1,other,other,home,father,1,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2.0,11.0,12.0,14.0,student-por-dirty.csv
gp,m,18.0,u,LE3,T,4,4,other,other,reputation,father,1,1.0,0.0,no,yes,no,no,yes,y,yes,no,4,2,5,3,4,5,2.0,8.0,9.0,11.0,student-por-dirty.csv
gp,f,19.0,u,GT3,T,1,1,other,other,course,other,3,3.0,0.0,no,no,no,yes,yes,no,no,yes,1,5,5,4,3,5,12.0,10.0,10.0,11.0,student-por-dirty.csv
gp,f,19.0,u,LE3,A,1,1,other,other,course,other,3,2.0,2.0,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,4,2.0,8.0,8.0,9.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,2,2,other,other,course,mother,1,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2.0,25.0,10.0,10.0,student-por-dirty.csv
gp,f,17.0,urban,GT3,T,2,2,other,other,course,mother,1,2.0,0.0,no,yes,no,no,yes,yes,nan,yes,4,2,2,1,1,3,4.0,14.0,13.0,13.0,student-por-dirty.csv
gp,f,17.0,r,LE3,T,2,2,services,services,course,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,3,0.0,11.0,11.0,10.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,3,1,services,services,course,father,1,3.0,0.0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,0.0,17.0,18.0,17.0,student-por-dirty.csv
nan,f,17.0,u,LE3,T,0,2,at_home,at_home,home,father,2,3.0,0.0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0.0,14.0,14.0,15.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,1,1,other,other,home,mother,2,3.0,0.0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0.0,14.0,14.0,14.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,4,4,other,other,course,mother,1,3.0,0.0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0.0,13.0,14.0,13.0,student-por-dirty.csv
gp,m,17.0,u,GT3,T,3,3,other,services,reputation,mother,1,1.0,0.0,no,no,no,yes,no,nan,yes,no,4,3,5,3,5,5,0.0,17.0,18.0,17.0,student-por-dirty.csv
gp,m,17.0,rural,GT3,T,2,2,services,other,course,mother,4,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,120.0,11.0,10.0,10.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,4,4,teacher,services,course,mother,1,3.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,0.0,13.0,12.0,13.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,4,4,teacher,teacher,course,mother,2,3.0,0.0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4.0,15.0,14.0,15.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,3,3,at_home,other,course,mother,1,1.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2.0,11.0,12.0,11.0,student-por-dirty.csv
gp,m,18.0,u,LE3,T,2,2,other,other,course,mother,1,4.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0.0,11.0,11.0,12.0,student-por-dirty.csv
gp,m,19.0,r,GT3,T,3,2,at_home,services,home,other,1,1.0,0.0,no,yes,no,no,no,yes,no,yes,5,3,4,2,2,5,0.0,11.0,10.0,10.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,2,2,at_home,other,course,mother,4,2.0,0.0,no,no,no,yes,yes,yes,no,yes,4,2,5,1,1,2,2.0,10.0,9.0,10.0,student-por-dirty.csv
gp,f,17.0,r,GT3,T,2,4,at_home,other,course,father,1,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,0.0,15.0,15.0,15.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,2,2,other,other,reputation,mother,1,1.0,0.0,no,no,no,no,no,yes,yes,no,5,4,2,1,2,5,6.0,15.0,14.0,15.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,3,3,services,services,home,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,8.0,10.0,11.0,12.0,student-por-dirty.csv
gp,f,18.0,u,LE3,T,2,2,other,other,home,other,1,2.0,0.0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0.0,10.0,9.0,12.0,student-por-dirty.csv
gp,f,18.0,r,GT3,T,2,2,at_home,other,course,mother,2,4.0,0.0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,6.0,14.0,13.0,14.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,3,4,services,other,course,mother,1,3.0,0.0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,8.0,11.0,13.0,14.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,3,2,other,other,home,mother,1,2.0,0.0,no,yes,no,no,yes,nan,yes,yes,4,3,2,2,3,2,0.0,12.0,13.0,15.0,student-por-dirty.csv
gp,f,18.0,u,LE3,T,3,3,services,services,home,mother,1,4.0,0.0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,4.0,14.0,14.0,15.0,student-por-dirty.csv
gp,f,17.0,r,GT3,A,3,2,other,other,home,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,0.0,14.0,14.0,16.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,4,4,teacher,services,course,father,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0.0,12.0,12.0,13.0,student-por-dirty.csv
gp,m,18.0,u,LE3,T,3,4,services,other,home,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,6.0,16.0,16.0,17.0,student-por-dirty.csv
gp,f,17.0,u,GT3,A,2,2,at_home,at_home,home,father,1,2.0,0.0,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18.0,10.0,12.0,14.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,2,3,at_home,other,course,mother,1,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,0.0,11.0,12.0,14.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,3,2,other,services,other,mother,1,3.0,0.0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,4.0,14.0,16.0,17.0,student-por-dirty.csv
gp,m,18.0,r,GT3,T,4,3,teacher,services,course,mother,1,3.0,0.0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4.0,15.0,14.0,17.0,student-por-dirty.csv
gp,m,18.0,u,GT3,T,4,3,teacher,other,course,mother,1,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,5,4,5,2,3,5,0.0,14.0,13.0,14.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,4,3,health,other,reputation,mother,1,3.0,0.0,no,yes,no,yes,yes,y,yes,yes,4,4,3,1,3,4,0.0,11.0,12.0,13.0,student-por-dirty.csv
gp,female,17.0,u,GT3,T,2,1,services,other,course,mother,2,2.0,0.0,no,yes,no,yes,yes,y,yes,yes,4,3,4,2,2,1,10.0,12.0,15.0,15.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,2,1,services,other,reputation,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,4,4,4.0,12.0,16.0,16.0,student-por-dirty.csv
gp,f,19.0,u,LE3,A,2,3,at_home,other,home,other,2,1.0,1.0,no,no,no,no,yes,no,yes,no,2,2,3,3,4,5,16.0,10.0,11.0,11.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,3,1,other,at_home,home,mother,1,1.0,1.0,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,1,3,6.0,10.0,13.0,13.0,student-por-dirty.csv
gp,f,21.0,u,LE3,T,4,4,other,other,reputation,other,1,3.0,2.0,no,no,yes,yes,yes,yes,yes,no,3,3,2,1,1,5,0.0,9.0,12.0,12.0,student-por-dirty.csv
nan,m,18.0,u,LE3,T,2,2,other,services,reputation,mother,1,2.0,0.0,no,yes,no,yes,no,nan,yes,no,4,4,4,1,3,3,11.0,9.0,11.0,12.0,student-por-dirty.csv
gp,m,18.0,u,LE3,A,3,4,other,other,reputation,other,1,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,4,2,9.0,13.0,14.0,15.0,student-por-dirty.csv
gp,f,17.0,u,GT3,T,2,2,services,services,reputation,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,4,0.0,13.0,17.0,17.0,student-por-dirty.csv
gp,m,17.0,u,LE3,A,4,4,health,other,reputation,mother,1,3.0,0.0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,4,2.0,12.0,15.0,15.0,student-por-dirty.csv
gp,f,18.0,u,LE3,T,4,2,teacher,other,course,mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,3,0.0,14.0,17.0,17.0,student-por-dirty.csv
gp,m,21.0,r,LE3,T,1,1,at_home,other,course,other,2,2.0,2.0,no,yes,no,yes,yes,no,yes,yes,5,3,3,5,2,4,21.0,9.0,10.0,10.0,student-por-dirty.csv
gabriel pereira,f,20.0,r,GT3,T,1,1,other,other,reputation,other,2,3.0,0.0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,3,3,8.0,11.0,15.0,15.0,student-por-dirty.csv
gp,f,19.0,u,GT3,T,4,4,teacher,other,home,other,1,1.0,1.0,no,yes,no,no,yes,yes,yes,yes,3,2,5,4,4,5,5.0,9.0,10.0,11.0,student-por-dirty.csv
gp,m,17.0,u,LE3,A,3,2,other,other,reputation,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,5,10.0,16.0,18.0,18.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,3,2,at_home,other,reputation,father,1,3.0,0.0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,2,5.0,14.0,17.0,17.0,student-por-dirty.csv
gp,m,18.0,r,GT3,T,2,3,other,other,reputation,father,1,1.0,0.0,no,no,no,no,yes,yes,yes,no,3,1,3,4,5,4,13.0,13.0,14.0,14.0,student-por-dirty.csv
gp,m,19.0,u,GT3,T,2,1,other,other,reputation,mother,1,1.0,0.0,no,no,no,no,yes,yes,yes,no,5,3,4,1,4,4,10.0,7.0,11.0,11.0,student-por-dirty.csv
gp,f,18.0,u,LE3,A,2,2,services,other,reputation,mother,2,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,3,4,10.0,14.0,17.0,17.0,student-por-dirty.csv
gp,female,20.0,u,GT3,T,1,0,other,other,reputation,mother,2,1.0,1.0,yes,no,no,no,yes,yes,yes,yes,5,3,1,1,1,5,5.0,8.0,10.0,10.0,student-por-dirty.csv
gp,f,18.0,u,GT3,T,3,2,services,other,home,mother,1,2.0,0.0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4.0,10.0,13.0,13.0,student-por-dirty.csv
ms,f,16.0,u,GT3,T,1,3,at_home,other,other,father,2,1.0,0.0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,5,11.0,10.0,11.0,11.0,student-por-dirty.csv
ms,f,16.0,r,GT3,T,2,2,other,other,course,mother,2,2.0,0.0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,5,0.0,12.0,12.0,12.0,student-por-dirty.csv
